well_position	broad_sample	solvent	InChIKey	pert_iname	pubchem_cid	moa	smiles	mmoles_per_liter	pert_type	control_type
O01	BRD-A22769835-300-05-7	DMSO	WEUCDJCFJHYFRL-UHFFFAOYSA-N	homochlorcyclizine	3627.0	antihistamine	CN1CCCN(CC1)C(c1ccccc1)c1ccc(Cl)cc1	1.5	trt	
O02	Compound6	DMSO		Compound6		tricyclic antidepressant		1.5	trt	
O03	BRD-A12994259-001-02-1	DMSO	UVSMNLNDYGZFPF-UHFFFAOYSA-N	pomalidomide	134780.0	tumor necrosis factor production inhibitor	Nc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12	1.5	trt	
O04	BRD-K16189898-003-03-3	DMSO	AQGNHMOJWBZFQQ-UHFFFAOYSA-N	CHIR-99021	9956119.0	glycogen synthase kinase inhibitor	Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cn2)C#N)nc1-c1ccc(Cl)cc1Cl	1.5	trt	
O05	BRD-K57080016-001-01-9	DMSO	CYOHGALHFOKKQC-UHFFFAOYSA-N	selumetinib	10127622.0	MEK inhibitor	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO	1.5	trt	
O06	BRD-K13606314-001-01-3	DMSO	LKZLGMAAKNEGCH-UHFFFAOYSA-N	P5091	2819993.0	ubiquitin specific protease inhibitor	CC(=O)c1cc(c(Sc2cccc(Cl)c2Cl)s1)[N+]([O-])=O	1.5	trt	
O07	BRD-K70642949-001-04-5	DMSO	QLPHOXTXAKOFMU-WBVHZDCISA-N	GSK2334470	46215815.0	phosphoinositide dependent kinase inhibitor	CNc1nc(cc(n1)-c1ccc2c(N)n[nH]c2c1)N1C[C@H](CC[C@H]1C)C(=O)NC1CCCCC1	1.5	trt	
O08	BRD-K21728777-001-02-3	DMSO	IVUGFMLRJOCGAS-UHFFFAOYSA-N	AMG900	24856041.0	Aurora kinase inhibitor	Cc1csc(c1)-c1nnc(Nc2ccc(Oc3ncccc3-c3ccnc(N)n3)cc2)c2ccccc12	1.5	trt	
O09	BRD-K28132190-001-02-0	DMSO	OINGHOPGNMYCAB-INIZCTEOSA-N	NVS-PAK1-1	122187564.0	p21 activated kinase inhibitor	CC(C)NC(=O)N1CC[C@@H](C1)NC1=Nc2cc(F)ccc2N(CC(F)F)c2ccc(Cl)cc12	1.5	trt	
O10	Compound4	DMSO		Compound4		PARP inhibitor		1.5	trt	
O11	BRD-K04923131-001-15-4	DMSO	DDLZLOKCJHBUHD-UJZLGWIISA-N	GSK-3-inhibitor-IX		glycogen synthase kinase inhibitor	O\N=C1/C(Nc2ccccc12)=C1/C(=O)Nc2cc(Br)ccc12	1.5	trt	
O12	BRD-K56301217-001-07-4	DMSO	HPLNQCPCUACXLM-PGUFJCEWSA-N	ABT-737	11228183.0	BCL inhibitor	CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1	1.5	trt	
O13	BRD-K61397605-001-07-5	DMSO	OHRURASPPZQGQM-GCCNXGTGSA-N	romidepsin	5352062.0	HDAC inhibitor	C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C	1.5	trt	
O14		DMSO							control	negcon
O15	BRD-K72898849-001-01-8	DMSO	TXEBNKKOLVBTFK-UHFFFAOYSA-N	BLU9931	72710839.0	FGFR inhibitor	COc1cc(OC)c(Cl)c(-c2ccc3nc(Nc4c(C)cccc4NC(=O)C=C)ncc3c2)c1Cl	1.5	trt	
O16	BRD-K53972329-001-07-0	DMSO	HFNKQEVNSGCOJV-OAHLLOKOSA-N	ruxolitinib	25126798.0	JAK inhibitor	N#CC[C@H](C1CCCC1)n1cc(cn1)-c1ncnc2[nH]ccc12	1.5	trt	
O17	BRD-K13094524-001-04-2	DMSO	TXZPMHLMPKIUGK-UHFFFAOYSA-N	PFI-1	71271629.0	bromodomain inhibitor	COc1ccccc1S(=O)(=O)Nc1ccc2NC(=O)N(C)Cc2c1	1.5	trt	
O18	BRD-K19871656-001-01-3	DMSO	GCWIQUVXWZWCLE-INIZCTEOSA-N	CPI-0610	57389999.0	bromodomain inhibitor	Cc1noc2[C@H](CC(N)=O)N=C(c3ccc(Cl)cc3)c3ccccc3-c12	1.5	trt	
O19		DMSO							control	negcon
O20	BRD-K60130390-001-02-1	DMSO	RNAMYOYQYRYFQY-UHFFFAOYSA-N	UNC0642	53315878.0	histone lysine methyltransferase inhibitor	COc1cc2c(NC3CCN(CC3)C(C)C)nc(nc2cc1OCCCN1CCCC1)N1CCC(F)(F)CC1	1.5	trt	
O21	Compound3	DMSO		Compound3		BCL inhibitor		1.5	trt	
O22	BRD-K24696047-001-02-3	DMSO	AECDBHGVIIRMOI-GRGXKFILSA-N	NVP-AEW541		IGF-1 inhibitor	Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@@H]1C[C@H](CN2CCC2)C1	1.5	trt	
O23	BRD-K32730239-001-01-0	DMSO	NQQBNZBOOHHVQP-UHFFFAOYSA-N	SU3327	11837140.0	JNK inhibitor	Nc1nnc(Sc2ncc(s2)[N+]([O-])=O)s1	1.5	trt	
O24	Compound5	DMSO		Compound5		IGF-1 inhibitor		1.5	trt	
P01	BRD-K98203492-003-04-1	DMSO	WBKCKEHGXNWYMO-UHFFFAOYSA-N	GSK-J4	71729975.0	histone lysine demethylase inhibitor	CCOC(=O)CCNc1cc(nc(n1)-c1ccccn1)N1CCc2ccccc2CC1	1.5	trt	
P02		DMSO							control	negcon
P03	BRD-K64881305-001-05-2	DMSO	QJZRFPJCWMNVAV-HHHXNRCGSA-N	ispinesib	6851740.0	kinesin inhibitor	CC(C)[C@@H](N(CCCN)C(=O)c1ccc(C)cc1)c1nc2cc(Cl)ccc2c(=O)n1Cc1ccccc1	1.5	trt	
P04	Compound3	DMSO		Compound3		BCL inhibitor		1.5	trt	
P05	Compound2	DMSO		Compound2		kinesin inhibitor		1.5	trt	
P06	BRD-K70446295-001-01-7	DMSO	ZKXZLIFRWWKZRY-KRWDZBQOSA-N	EPZ015666	90241673.0	protein arginine N-methyltransferase inhibitor	O[C@@H](CNC(=O)c1cc(NC2COC2)ncn1)CN1CCc2ccccc2C1	1.5	trt	
P07	BRD-K12511835-003-01-2	DMSO	JJWLXRKVUJDJKG-VIFPVBQESA-N	BMS-863233	57899889.0	CDC inhibitor	Clc1ccc2oc3c(nc([nH]c3=O)[C@@H]3CCCN3)c2c1	1.5	trt	
P08	BRD-K12511835-003-01-2	DMSO	JJWLXRKVUJDJKG-VIFPVBQESA-N	BMS-863233	57899889.0	CDC inhibitor	Clc1ccc2oc3c(nc([nH]c3=O)[C@@H]3CCCN3)c2c1	1.5	trt	
P09	BRD-K94455792-001-01-8	DMSO	HQWTUOLCGKIECB-LOYHVIPDSA-N	ICG-001	124518205.0	beta-catenin inhibitor	Oc1ccc(C[C@H]2N3[C@H](CN(Cc4cccc5ccccc45)C2=O)N(CCC3=O)C(=O)NCc2ccccc2)cc1	1.5	trt	
P10	BRD-K13094524-001-04-2	DMSO	TXZPMHLMPKIUGK-UHFFFAOYSA-N	PFI-1	71271629.0	bromodomain inhibitor	COc1ccccc1S(=O)(=O)Nc1ccc2NC(=O)N(C)Cc2c1	1.5	trt	
P11		DMSO							control	negcon
P12	BRD-K98203492-003-04-1	DMSO	WBKCKEHGXNWYMO-UHFFFAOYSA-N	GSK-J4	71729975.0	histone lysine demethylase inhibitor	CCOC(=O)CCNc1cc(nc(n1)-c1ccccn1)N1CCc2ccccc2CC1	1.5	trt	
P13	BRD-K25611237-001-02-1	DMSO	QDBVSOZTVKXUES-UHFFFAOYSA-N	ML324	44143209.0	histone lysine demethylase inhibitor	CN(C)CCCNC(=O)c1ccc(cc1)-c1cc(O)c2ncccc2c1	1.5	trt	
P14	BRD-M87138257-003-01-1	DMSO	BCBIBQWDFMQRSJ-UHFFFAOYSA-O	acriflavine	452192.0	hypoxia inducible factor inhibitor	Nc1ccc2cc3ccc(N)cc3nc2c1.C[n+]1c2cc(N)ccc2cc2ccc(N)cc12	1.5	trt	
P15	BRD-M87138257-003-01-1	DMSO	BCBIBQWDFMQRSJ-UHFFFAOYSA-O	acriflavine	452192.0	hypoxia inducible factor inhibitor	Nc1ccc2cc3ccc(N)cc3nc2c1.C[n+]1c2cc(N)ccc2cc2ccc(N)cc12	1.5	trt	
P16	BRD-K63631219-001-01-6	DMSO	XIXXNJFWPAVKFR-UHFFFAOYSA-N	quazinone	57046956.0	phosphodiesterase inhibitor	Cc1c(O)nc2Nc3cccc(Cl)c3Cn12	1.5	trt	
P17	BRD-K28132190-001-02-0	DMSO	OINGHOPGNMYCAB-INIZCTEOSA-N	NVS-PAK1-1	122187564.0	p21 activated kinase inhibitor	CC(C)NC(=O)N1CC[C@@H](C1)NC1=Nc2cc(F)ccc2N(CC(F)F)c2ccc(Cl)cc12	1.5	trt	
P18	BRD-K03063480-001-06-6	DMSO	NDEXUOWTGYUVGA-LJQANCHMSA-N	PF-477736		CHK inhibitor	Cn1cc(cn1)-c1[nH]c2cc(NC(=O)[C@H](N)C3CCCCC3)cc3c2c1cn[nH]c3=O	1.5	trt	
P19	BRD-K57080016-001-01-9	DMSO	CYOHGALHFOKKQC-UHFFFAOYSA-N	selumetinib	10127622.0	MEK inhibitor	Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO	1.5	trt	
P20	BRD-K16803204-001-01-6	DMSO	RIJLVEAXPNLDTC-UHFFFAOYSA-N	filgotinib	49831257.0	JAK inhibitor	O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1	1.5	trt	
P21	BRD-K02965346-001-07-5	DMSO	FPYJSJDOHRDAMT-KQWNVCNZSA-N	SU-11274	9549297.0	hepatocyte growth factor receptor inhibitor	CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c(C)c(C(=O)N4CCN(C)CC4)c3C)c2c1	1.5	trt	
P22	BRD-K85776940-001-01-9	DMSO	ODADKLYLWWCHNB-LDYBVBFYSA-N	delta-Tocotrienol	5282350.0	HMGCR inhibitor	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC[C@]1(C)CCc2cc(O)cc(C)c2O1	1.5	trt	
P23	BRD-K19477839-001-07-6	DMSO	BCZUAADEACICHN-UHFFFAOYSA-N	SGX523	24779724.0	hepatocyte growth factor receptor inhibitor	Cn1cc(cn1)-c1ccc2nnc(Sc3ccc4ncccc4c3)n2n1	1.5	trt	
P24	Compound6	DMSO		Compound6		tricyclic antidepressant		1.5	trt	
